Commodity_Description,Year,Attribute_Description,Country_Code,Country_Name,Value,Unit_Description
Corn,2021,Imports,ID,Indonesia,25000000,(MT)
Corn,2021,Imports,IN,India,5200000,(MT)
Corn,2021,Imports,IR,Iran,87444000,(MT)
Corn,2021,Imports,IS,Israel,50000000,(MT)
Corn,2021,Imports,IV,Cote d'Ivoire,10000000,(MT)
Corn,2021,Imports,IZ,Iraq,565000000,(MT)
Corn,2021,Imports,JA,Japan,300000000,(MT)
Corn,2021,Imports,JM,Jamaica,121000000,(MT)
Corn,2021,Imports,JO,Jordan,40000000,(MT)
Corn,2021,Imports,KE,Kenya,12208000,(MT)
Corn,2021,Imports,KG,Kyrgyzstan,31500000,(MT)
Corn,2021,Imports,KN,"Korea, North",130000000,(MT)
Corn,2021,Imports,KS,"Korea, South",42500000,(MT)
Corn,2021,Imports,KU,Kuwait,8616000,(MT)
Corn,2021,Imports,KZ,Kazakhstan,175000000,(MT)
Corn,2021,Imports,LA,Laos,31500000,(MT)
Corn,2021,Imports,LE,Lebanon,9100000,(MT)
Corn,2021,Imports,LT,Lesotho,17622000,(MT)
Corn,2021,Imports,LY,Libya,143517000,(MT)
Corn,2021,Imports,MA,Madagascar,11000000,(MT)
Corn,2021,Imports,MD,Moldova,7700000,(MT)
Corn,2021,Imports,MI,Malawi,800000,(MT)
Corn,2021,Imports,MK,North Macedonia,12063000,(MT)
Corn,2021,Imports,ML,Mali,492176000,(MT)
Corn,2021,Imports,MO,Morocco,4526000,(MT)
Corn,2021,Imports,MR,Mauritania,17002000,(MT)
Corn,2021,Imports,MU,Oman,23780000,(MT)
Corn,2021,Imports,MX,Mexico,503186000,(MT)
Corn,2021,Imports,MY,Malaysia,294000000,(MT)
Corn,2021,Imports,MZ,Mozambique,367000,(MT)
Corn,2021,Imports,NI,Nigeria,18322000,(MT)
Corn,2021,Imports,NO,Norway,13900000,(MT)
Corn,2021,Imports,NP,Nepal,3400000,(MT)
Corn,2021,Imports,NU,Nicaragua,1000000,(MT)
Corn,2021,Imports,NZ,New Zealand,6250000,(MT)
Corn,2021,Imports,OD,South Sudan,247882000,(MT)
Corn,2021,Imports,PA,Paraguay,71333000,(MT)
Corn,2021,Imports,PE,Peru,13958000,(MT)
Corn,2021,Imports,PK,Pakistan,9050000,(MT)
Corn,2021,Imports,PN,Panama,27000000,(MT)
Corn,2021,Imports,PU,Guinea-Bissau,67900000,(MT)
Corn,2021,Imports,QA,Qatar,7300000,(MT)
Corn,2021,Imports,RB,Serbia,19487000,(MT)
Corn,2021,Imports,RH,Zimbabwe,3500000,(MT)
Corn,2021,Imports,RP,Philippines,76800000,(MT)
Corn,2021,Imports,RS,Russia,17000000,(MT)
Corn,2021,Imports,RW,Rwanda,10697000,(MT)
Corn,2021,Imports,SA,Saudi Arabia,9121000,(MT)
Corn,2021,Imports,SF,South Africa,9300000,(MT)
Corn,2021,Imports,SG,Senegal,4881838000,(MT)
Corn,2021,Imports,SL,Sierra Leone,2890000,(MT)
Corn,2021,Imports,SN,Singapore,13504000,(MT)
Corn,2021,Imports,SO,Somalia,2500000,(MT)
Corn,2021,Imports,SY,Syria,198156000,(MT)
Corn,2021,Imports,SZ,Switzerland,11400000,(MT)
Corn,2021,Imports,TC,United Arab Emirates,13751000,(MT)
Corn,2021,Imports,TD,Trinidad and Tobago,15600000,(MT)
Corn,2021,Imports,TH,Thailand,6025000,(MT)
Corn,2021,Imports,TI,Tajikistan,9117000,(MT)
Corn,2021,Imports,TO,Togo,11283000,(MT)
Corn,2021,Imports,TS,Tunisia,4000000,(MT)
Corn,2021,Imports,TU,Turkey,5227000,(MT)
Corn,2021,Imports,TW,Taiwan,492176000,(MT)
Corn,2021,Imports,TX,Turkmenistan,16392000,(MT)
Corn,2021,Imports,TZ,Tanzania,12400000,(MT)
Corn,2021,Imports,UG,Uganda,725000,(MT)
Corn,2021,Imports,UK,United Kingdom,6000000,(MT)
Corn,2021,Imports,UP,Ukraine,21174000,(MT)
Corn,2021,Imports,US,United States,900000,(MT)
Corn,2021,Imports,UV,Burkina Faso,570000000,(MT)
Corn,2021,Imports,UY,Uruguay,4500000,(MT)
Corn,2021,Imports,UZ,Uzbekistan,9411000,(MT)
Corn,2021,Imports,VE,Venezuela,66700000,(MT)
Corn,2021,Imports,VM,Vietnam,4450000,(MT)
Corn,2021,Imports,WA,Namibia,9500000,(MT)
Corn,2021,Imports,WZ,Eswatini,50000000,(MT)
Corn,2021,Imports,YM,Yemen,800000,(MT)
Corn,2021,Imports,ZA,Zambia,5000000,(MT)
Corn,2021,Production,AF,Afghanistan,45631800000000,(MT)
Corn,2021,Production,AG,Algeria,111459813000000,(MT)
Corn,2021,Production,AJ,Azerbaijan,22590000000000,(MT)
Corn,2021,Production,AL,Albania,111459813000000,(MT)
Corn,2021,Production,AO,Angola,51957000000000,(MT)
Corn,2021,Production,AR,Argentina,48192000000000,(MT)
Corn,2021,Production,AS,Australia,7530000000000,(MT)
Corn,2021,Production,BC,Botswana,394105140000000,(MT)
Corn,2021,Production,BG,Bangladesh,119007885000000,(MT)
Corn,2021,Production,BK,Bosnia and Herzegovina,6568419000000,(MT)
Corn,2021,Production,BL,Bolivia,105420000000000,(MT)
Corn,2021,Production,BM,Burma,184485e10,(MT)
Corn,2021,Production,BO,Belarus,111642792000000,(MT)
Corn,2021,Production,BR,Brazil,119007885000000,(MT)
Corn,2021,Production,BT,Bhutan,105420000000000,(MT)
Corn,2021,Production,BY,Burundi,90360000000000,(MT)
Corn,2021,Production,CA,Canada,484465140000000,(MT)
Corn,2021,Production,CB,Cambodia,1745179155e6,(MT)
Corn,2021,Production,CD,Chad,1848514098e6,(MT)
Corn,2021,Production,CE,Sri Lanka,362946000000000,(MT)
Corn,2021,Production,CF,Congo (Brazzaville),292316859000000,(MT)
Corn,2021,Production,CG,Congo (Kinshasa),152482500000000,(MT)
Corn,2021,Production,CH,China,753000000000000,(MT)
Corn,2021,Production,CI,Chile,1848514098e6,(MT)
Corn,2021,Production,CM,Cameroon,484465140000000,(MT)
Corn,2021,Production,CO,Colombia,393066000000000,(MT)
Corn,2021,Production,CS,Costa Rica,14758800000000,(MT)
Corn,2021,Production,CT,Central African Republic,184485e10,(MT)
Corn,2021,Production,CU,Cuba,760530000000000,(MT)
Corn,2021,Production,CV,Cabo Verde,92430750000000,(MT)
Corn,2021,Production,DM,Benin,97890000000000,(MT)
Corn,2021,Production,DR,Dominican Republic,760682859000000,(MT)
Corn,2021,Production,E4,European Union,841116060000000,(MT)
Corn,2021,Production,EC,Ecuador,760682859000000,(MT)
Corn,2021,Production,EG,Egypt,152482500000000,(MT)
Corn,2021,Production,ER,Eritrea,498862500000000,(MT)
Corn,2021,Production,ES,El Salvador,1466898216e7,(MT)
Corn,2021,Production,ET,Ethiopia,3977891172e6,(MT)
Corn,2021,Production,GA,"Gambia, The",137119041e8,(MT)
Corn,2021,Production,GG,Georgia,244483036000000,(MT)
Corn,2021,Production,GH,Ghana,244821886000000,(MT)
Corn,2021,Production,GT,Guatemala,1466898216e7,(MT)
Corn,2021,Production,GU,Guinea,1468931316e7,(MT)
Corn,2021,Production,GY,Guyana,3977891172e6,(MT)
Corn,2021,Production,HA,Haiti,4090580634e6,(MT)
Corn,2021,Production,HK,Hong Kong,310710390000000,(MT)
Corn,2021,Production,HO,Honduras,4090580634e6,(MT)
Corn,2021,Production,ID,Indonesia,35666598000000,(MT)
Corn,2021,Production,IN,India,82570215000000,(MT)
Corn,2021,Production,IR,Iran,52710000000000,(MT)
Corn,2021,Production,IS,Israel,26355000000000,(MT)
Corn,2021,Production,IV,Cote d'Ivoire,20858100000000,(MT)
Corn,2021,Production,IZ,Iraq,71760900000000,(MT)
Corn,2021,Production,JA,Japan,83858598000000,(MT)
Corn,2021,Production,JM,Jamaica,52710000000000,(MT)
Corn,2021,Production,JO,Jordan,83858598000000,(MT)
Corn,2021,Production,KE,Kenya,13295721e8,(MT)
Corn,2021,Production,KG,Kyrgyzstan,78312000000000,(MT)
Corn,2021,Production,KN,"Korea, North",474841800000000,(MT)
Corn,2021,Production,KS,"Korea, South",225900000000000,(MT)
Corn,2021,Production,KU,Kuwait,690726900000000,(MT)
Corn,2021,Production,KZ,Kazakhstan,124470900000000,(MT)
Corn,2021,Production,LA,Laos,23818645000000,(MT)
Corn,2021,Production,LE,Lebanon,13508067e8,(MT)
Corn,2021,Production,LT,Lesotho,14291187e8,(MT)
Corn,2021,Production,LY,Libya,23818645000000,(MT)
Corn,2021,Production,MA,Madagascar,11450871000000,(MT)
Corn,2021,Production,MD,Moldova,1272800418e6,(MT)
Corn,2021,Production,MI,Malawi,14291187e8,(MT)
Corn,2021,Production,MK,North Macedonia,174445000000,(MT)
Corn,2021,Production,ML,Mali,662640000000000,(MT)
Corn,2021,Production,MO,Morocco,482688813000000,(MT)
Corn,2021,Production,MR,Mauritania,49301169000000,(MT)
Corn,2021,Production,MU,Oman,10466700000000,(MT)
Corn,2021,Production,MX,Mexico,645321000000000,(MT)
Corn,2021,Production,MY,Malaysia,37650000000000,(MT)
Corn,2021,Production,MZ,Mozambique,828300000000000,(MT)
Corn,2021,Production,NI,Nigeria,239981100000000,(MT)
Corn,2021,Production,NO,Norway,119350500000,(MT)
Corn,2021,Production,NP,Nepal,1973628813e6,(MT)
Corn,2021,Production,NU,Nicaragua,6206226000000,(MT)
Corn,2021,Production,NZ,New Zealand,1973628813e6,(MT)
Corn,2021,Production,OD,South Sudan,158130000000000,(MT)
Corn,2021,Production,PA,Paraguay,8283000000000,(MT)
Corn,2021,Production,PE,Peru,10014900000000,(MT)
Corn,2021,Production,PK,Pakistan,3012000000000,(MT)
Corn,2021,Production,PN,Panama,213927300000000,(MT)
Corn,2021,Production,PU,Guinea-Bissau,1468931316e7,(MT)
Corn,2021,Production,QA,Qatar,258279000000000,(MT)
Corn,2021,Production,RB,Serbia,219876000000000,(MT)
Corn,2021,Production,RH,Zimbabwe,662150550000000,(MT)
Corn,2021,Production,RP,Philippines,249996000000000,(MT)
Corn,2021,Production,RS,Russia,258279000000000,(MT)
Corn,2021,Production,RW,Rwanda,30873000000000,(MT)
Corn,2021,Production,SA,Saudi Arabia,204816000000000,(MT)
Corn,2021,Production,SF,South Africa,6049100000000,(MT)
Corn,2021,Production,SG,Senegal,3012000000000,(MT)
Corn,2021,Production,SL,Sierra Leone,146082000000000,(MT)
Corn,2021,Production,SN,Singapore,461061900000,(MT)
Corn,2021,Production,SO,Somalia,2635500000000,(MT)
Corn,2021,Production,SY,Syria,368970000000000,(MT)
Corn,2021,Production,SZ,Switzerland,368970000000000,(MT)
Corn,2021,Production,TC,United Arab Emirates,1704039e9,(MT)
Corn,2021,Production,TD,Trinidad and Tobago,28149650000000,(MT)
Corn,2021,Production,TH,Thailand,263550000000000,(MT)
Corn,2021,Production,TI,Tajikistan,16566e11,(MT)
Corn,2021,Production,TO,Togo,1048929e9,(MT)
Corn,2021,Production,TS,Tunisia,32379000000000,(MT)
Corn,2021,Production,TU,Turkey,1688979e9,(MT)
Corn,2021,Production,TW,Taiwan,6526000000000,(MT)
Corn,2021,Production,TX,Turkmenistan,28400650000000,(MT)
Corn,2021,Production,TZ,Tanzania,391560000000000,(MT)
Corn,2021,Production,UG,Uganda,28400650000000,(MT)
Corn,2021,Production,UK,United Kingdom,588416790000,(MT)
Corn,2021,Production,UP,Ukraine,1704039e9,(MT)
Corn,2021,Production,US,United States,597053700000000,(MT)
Corn,2021,Production,UV,Burkina Faso,146835000000000,(MT)
Corn,2021,Production,UY,Uruguay,9300378300000,(MT)
Corn,2021,Production,UZ,Uzbekistan,102106800000000,(MT)
Corn,2021,Production,VE,Venezuela,558022698000000.06,(MT)
Corn,2021,Production,VM,Vietnam,11032705000000,(MT)
Corn,2021,Production,WA,Namibia,149094e10,(MT)
Corn,2021,Production,WZ,Eswatini,14018601000000,(MT)
Corn,2021,Production,YM,Yemen,64908600000000,(MT)
Corn,2021,Production,ZA,Zambia,661962300000000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,AR,Argentina,135000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,AS,Australia,33000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,BR,Brazil,57000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,CA,Canada,57000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,CH,China,10000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,CH,"China, Peoples Republic of",85000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,CI,Chile,680000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,E2,EU-15,85000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,IN,India,504000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,JA,Japan,847000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,MX,Mexico,8000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,NZ,New Zealand,12100000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,PE,Peru,1180000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,PL,Poland,2000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,RO,Romania,3000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,RS,Russia,12000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,RS,Russian Federation,2000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,US,United States,280201000,(MT)
"Dairy, Milk, Fluid",1998,Domestic Consumption,VE,Venezuela,139000,(MT)
"Dairy, Milk, Fluid",1998,Exports,BR,Brazil,3000,(MT)
"Dairy, Milk, Fluid",1998,Exports,CH,"China, Peoples Republic of",85000,(MT)
"Dairy, Milk, Fluid",1998,Exports,E2,EU-15,85000,(MT)
"Dairy, Milk, Fluid",1998,Exports,IN,India,2000,(MT)
"Dairy, Milk, Fluid",1998,Exports,JA,Japan,66000,(MT)
"Dairy, Milk, Fluid",1998,Exports,MX,Mexico,160000,(MT)
"Dairy, Milk, Fluid",1998,Exports,NZ,New Zealand,1000,(MT)
"Dairy, Milk, Fluid",1998,Exports,PE,Peru,32393000,(MT)
"Dairy, Milk, Fluid",1998,Exports,PL,Poland,64000,(MT)
"Dairy, Milk, Fluid",1998,Exports,RO,Romania,240000,(MT)
"Dairy, Milk, Fluid",1998,Exports,RS,Russia,2000,(MT)
"Dairy, Milk, Fluid",1998,Exports,US,United States,3204000,(MT)
"Dairy, Milk, Fluid",1998,Exports,VE,Venezuela,1000,(MT)
"Dairy, Milk, Fluid",1998,Imports,CH,China,2000,(MT)
"Dairy, Milk, Fluid",1998,Imports,E2,EU-15,480000,(MT)
"Dairy, Milk, Fluid",1998,Imports,IN,India,504000,(MT)
"Dairy, Milk, Fluid",1998,Imports,MX,Mexico,1000,(MT)
"Dairy, Milk, Fluid",1998,Imports,NZ,New Zealand,1751000,(MT)
"Dairy, Milk, Fluid",1998,Imports,PE,Peru,35324000,(MT)
"Dairy, Milk, Fluid",1998,Imports,PL,Poland,1200000,(MT)
"Dairy, Milk, Fluid",1998,Imports,RS,Russian Federation,160000,(MT)
"Dairy, Milk, Fluid",1998,Imports,US,United States,114000,(MT)
"Dairy, Milk, Fluid",1998,Production,AR,Argentina,344000,(MT)
"Dairy, Milk, Fluid",1998,Production,AS,Australia,33000,(MT)
"Dairy, Milk, Fluid",1998,Production,BR,Brazil,33000,(MT)
"Dairy, Milk, Fluid",1998,Production,CA,Canada,600000,(MT)
"Dairy, Milk, Fluid",1998,Production,CH,China,10000,(MT)
"Dairy, Milk, Fluid",1998,Production,CH,"China, Peoples Republic of",85000,(MT)
"Dairy, Milk, Fluid",1998,Production,CI,Chile,680000,(MT)
"Dairy, Milk, Fluid",1998,Production,E2,EU-15,23000,(MT)
"Dairy, Milk, Fluid",1998,Production,IN,India,219000,(MT)
"Dairy, Milk, Fluid",1998,Production,JA,Japan,64000,(MT)
"Dairy, Milk, Fluid",1998,Production,MX,Mexico,94000,(MT)
"Dairy, Milk, Fluid",1998,Production,NZ,New Zealand,33200000,(MT)
"Dairy, Milk, Fluid",1998,Production,PE,Peru,35324000,(MT)
"Dairy, Milk, Fluid",1998,Production,PL,Poland,1138000,(MT)
"Dairy, Milk, Fluid",1998,Production,RO,Romania,1202000,(MT)
"Dairy, Milk, Fluid",1998,Production,RS,Russia,103000,(MT)
"Dairy, Milk, Fluid",1998,Production,RS,Russian Federation,225000,(MT)
"Dairy, Milk, Fluid",1998,Production,UP,Ukraine,250000,(MT)
"Dairy, Milk, Fluid",1998,Production,US,United States,280201000,(MT)
"Dairy, Milk, Fluid",1998,Production,VE,Venezuela,139000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,AR,Argentina,300000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,AS,Australia,2615000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,BO,Belarus,28000000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,BR,Brazil,1900000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,CA,Canada,130000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,CH,China,1870000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,E4,European Union,1321000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,IN,India,250000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,JA,Japan,216000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,KS,"Korea, South",3466000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,MX,Mexico,962000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,NZ,New Zealand,800000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,RP,Philippines,11400000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,RS,Russia,11722000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,TW,Taiwan,17507000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,UP,Ukraine,3838000,(MT)
"Dairy, Milk, Fluid",2021,Domestic Consumption,US,United States,369000,(MT)
"Dairy, Milk, Fluid",2021,Exports,AR,Argentina,275000,(MT)
"Dairy, Milk, Fluid",2021,Exports,AS,Australia,10000,(MT)
"Dairy, Milk, Fluid",2021,Exports,BO,Belarus,47615000,(MT)
"Dairy, Milk, Fluid",2021,Exports,BR,Brazil,4100000,(MT)
"Dairy, Milk, Fluid",2021,Exports,CA,Canada,110000,(MT)
"Dairy, Milk, Fluid",2021,Exports,CH,China,110000,(MT)
"Dairy, Milk, Fluid",2021,Exports,E4,European Union,1700000,(MT)
"Dairy, Milk, Fluid",2021,Exports,IN,India,1521000,(MT)
"Dairy, Milk, Fluid",2021,Exports,JA,Japan,965000,(MT)
"Dairy, Milk, Fluid",2021,Exports,KS,"Korea, South",16000,(MT)
"Dairy, Milk, Fluid",2021,Exports,MX,Mexico,242000,(MT)
"Dairy, Milk, Fluid",2021,Exports,NZ,New Zealand,1665000,(MT)
"Dairy, Milk, Fluid",2021,Exports,RP,Philippines,600000,(MT)
"Dairy, Milk, Fluid",2021,Exports,RS,Russia,11722000,(MT)
"Dairy, Milk, Fluid",2021,Exports,TW,Taiwan,1150000,(MT)
"Dairy, Milk, Fluid",2021,Exports,UP,Ukraine,80000,(MT)
"Dairy, Milk, Fluid",2021,Exports,US,United States,381000,(MT)
"Dairy, Milk, Fluid",2021,Imports,AR,Argentina,355000,(MT)
"Dairy, Milk, Fluid",2021,Imports,AS,Australia,43800000,(MT)
"Dairy, Milk, Fluid",2021,Imports,BO,Belarus,17000000,(MT)
"Dairy, Milk, Fluid",2021,Imports,BR,Brazil,2218000,(MT)
"Dairy, Milk, Fluid",2021,Imports,CA,Canada,3000000,(MT)
"Dairy, Milk, Fluid",2021,Imports,CH,China,82000,(MT)
"Dairy, Milk, Fluid",2021,Imports,E4,European Union,11000,(MT)
"Dairy, Milk, Fluid",2021,Imports,IN,India,1262000,(MT)
"Dairy, Milk, Fluid",2021,Imports,JA,Japan,132000,(MT)
"Dairy, Milk, Fluid",2021,Imports,KS,"Korea, South",50000,(MT)
"Dairy, Milk, Fluid",2021,Imports,MX,Mexico,412000,(MT)
"Dairy, Milk, Fluid",2021,Imports,NZ,New Zealand,2077000,(MT)
"Dairy, Milk, Fluid",2021,Imports,RP,Philippines,1267000,(MT)
"Dairy, Milk, Fluid",2021,Imports,RS,Russia,1161000,(MT)
"Dairy, Milk, Fluid",2021,Imports,TW,Taiwan,224000,(MT)
"Dairy, Milk, Fluid",2021,Imports,UP,Ukraine,3838000,(MT)
"Dairy, Milk, Fluid",2021,Imports,US,United States,260000,(MT)
"Dairy, Milk, Fluid",2021,Production,AR,Argentina,355000,(MT)
"Dairy, Milk, Fluid",2021,Production,AS,Australia,2915000,(MT)
"Dairy, Milk, Fluid",2021,Production,BO,Belarus,17000000,(MT)
"Dairy, Milk, Fluid",2021,Production,BR,Brazil,2218000,(MT)
"Dairy, Milk, Fluid",2021,Production,CA,Canada,3100000,(MT)
"Dairy, Milk, Fluid",2021,Production,CH,China,3322000,(MT)
"Dairy, Milk, Fluid",2021,Production,E4,European Union,3900000,(MT)
"Dairy, Milk, Fluid",2021,Production,IN,India,1521000,(MT)
"Dairy, Milk, Fluid",2021,Production,JA,Japan,2050000,(MT)
"Dairy, Milk, Fluid",2021,Production,KS,"Korea, South",3466000,(MT)
"Dairy, Milk, Fluid",2021,Production,MX,Mexico,1750000,(MT)
"Dairy, Milk, Fluid",2021,Production,NZ,New Zealand,2077000,(MT)
"Dairy, Milk, Fluid",2021,Production,RP,Philippines,2000000,(MT)
"Dairy, Milk, Fluid",2021,Production,RS,Russia,11000000,(MT)
"Dairy, Milk, Fluid",2021,Production,TW,Taiwan,3111000,(MT)
"Dairy, Milk, Fluid",2021,Production,UP,Ukraine,363000,(MT)
"Dairy, Milk, Fluid",2021,Production,US,United States,15000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,CU,Cuba,865000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,IS,Israel,892000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,IT,Italy,8952000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,JA,Japan,32000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,MX,Mexico,15000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,SF,South Africa,103000,(MT)
"Grapefruit, Fresh",1998,Domestic Consumption,US,United States,80000,(MT)
"Grapefruit, Fresh",1998,Exports,AR,Argentina,65000,(MT)
"Grapefruit, Fresh",1998,Exports,CU,Cuba,420000,(MT)
"Grapefruit, Fresh",1998,Exports,CY,Cyprus,15000,(MT)
"Grapefruit, Fresh",1998,Exports,IS,Israel,2000,(MT)
"Grapefruit, Fresh",1998,Exports,IT,Italy,7549000,(MT)
"Grapefruit, Fresh",1998,Exports,JA,Japan,10743000,(MT)
"Grapefruit, Fresh",1998,Exports,MX,Mexico,25000,(MT)
"Grapefruit, Fresh",1998,Exports,SF,"South Africa, Republic of",25000,(MT)
"Grapefruit, Fresh",1998,Imports,CY,Cyprus,4000,(MT)
"Grapefruit, Fresh",1998,Imports,IS,Israel,9029000,(MT)
"Grapefruit, Fresh",1998,Imports,IT,Italy,830000,(MT)
"Grapefruit, Fresh",1998,Imports,MX,Mexico,10000,(MT)
"Grapefruit, Fresh",1998,Imports,SF,"South Africa, Republic of",90000,(MT)
"Grapefruit, Fresh",1998,Imports,US,United States,1000,(MT)
"Grapefruit, Fresh",1998,Production,AR,Argentina,65000,(MT)
"Grapefruit, Fresh",1998,Production,CY,Cyprus,15000,(MT)
"Grapefruit, Fresh",1998,Production,IS,Israel,885000,(MT)
"Grapefruit, Fresh",1998,Production,IT,Italy,918000,(MT)
"Grapefruit, Fresh",1998,Production,JA,Japan,25000,(MT)
"Grapefruit, Fresh",1998,Production,SF,South Africa,15000,(MT)
"Grapefruit, Fresh",1998,Production,TU,Turkey,80000,(MT)
"Grapefruit, Fresh",1998,Production,US,United States,130000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,AR,Argentina,292000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,CA,Canada,380000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,CH,China,420000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,CU,Cuba,761000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,CY,Cyprus,80000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,E4,European Union,30000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,IS,Israel,5830,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,IT,Italy,5500000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,JA,Japan,20000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,MX,Mexico,7100000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,TU,Turkey,22000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,UK,United Kingdom,1000000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,UP,Ukraine,122000,(MT)
"Grapefruit, Fresh",2021,Domestic Consumption,US,United States,1052000,(MT)
"Grapefruit, Fresh",2021,Exports,AR,Argentina,150000,(MT)
"Grapefruit, Fresh",2021,Exports,CA,Canada,50000,(MT)
"Grapefruit, Fresh",2021,Exports,CH,China,250000,(MT)
"Grapefruit, Fresh",2021,Exports,CU,Cuba,2800,(MT)
"Grapefruit, Fresh",2021,Exports,CY,Cyprus,200000,(MT)
"Grapefruit, Fresh",2021,Exports,E4,European Union,4400000,(MT)
"Grapefruit, Fresh",2021,Exports,HK,Hong Kong,165000,(MT)
"Grapefruit, Fresh",2021,Exports,IT,Italy,50000,(MT)
"Grapefruit, Fresh",2021,Exports,JA,Japan,50000,(MT)
"Grapefruit, Fresh",2021,Exports,MX,Mexico,521000,(MT)
"Grapefruit, Fresh",2021,Exports,RS,Russia,7741000,(MT)
"Grapefruit, Fresh",2021,Exports,SF,South Africa,950000,(MT)
"Grapefruit, Fresh",2021,Exports,SZ,Switzerland,1042000,(MT)
"Grapefruit, Fresh",2021,Exports,TU,Turkey,17000,(MT)
"Grapefruit, Fresh",2021,Exports,UP,Ukraine,5000,(MT)
"Grapefruit, Fresh",2021,Exports,US,United States,1000000,(MT)
"Grapefruit, Fresh",2021,Imports,CA,Canada,40000,(MT)
"Grapefruit, Fresh",2021,Imports,CH,China,420000,(MT)
"Grapefruit, Fresh",2021,Imports,CU,Cuba,4600000,(MT)
"Grapefruit, Fresh",2021,Imports,CY,Cyprus,5241000,(MT)
"Grapefruit, Fresh",2021,Imports,E4,European Union,37000,(MT)
"Grapefruit, Fresh",2021,Imports,HK,Hong Kong,175000,(MT)
"Grapefruit, Fresh",2021,Imports,IS,Israel,4100000,(MT)
"Grapefruit, Fresh",2021,Imports,IT,Italy,20000,(MT)
"Grapefruit, Fresh",2021,Imports,JA,Japan,1590,(MT)
"Grapefruit, Fresh",2021,Imports,MX,Mexico,100000,(MT)
"Grapefruit, Fresh",2021,Imports,RS,Russia,1600000,(MT)
"Grapefruit, Fresh",2021,Imports,SF,South Africa,150000,(MT)
"Grapefruit, Fresh",2021,Imports,UK,United Kingdom,52000,(MT)
"Grapefruit, Fresh",2021,Imports,US,United States,1052000,(MT)
"Grapefruit, Fresh",2021,Production,CU,Cuba,641000,(MT)
"Grapefruit, Fresh",2021,Production,CY,Cyprus,5241000,(MT)
"Grapefruit, Fresh",2021,Production,E4,European Union,175000,(MT)
"Grapefruit, Fresh",2021,Production,HK,Hong Kong,212000,(MT)
"Grapefruit, Fresh",2021,Production,IS,Israel,898000,(MT)
